행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
25년 6월 기획공연 <라흐 헤스트>,세종국악당,이상과 김환기를 만나 예술가의 삶을 사는 동림(향안)의 이야기,2025-06-21,2025-06-21,14:00,20:00,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,764,40000원,7세 이상,여주시민 할인 50+관광원년 40,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 6월 기획공연 <어디로 가야하지>,세종국악당,무분별한 개발에 대한 환경메시지를 던지는 인형극,2025-06-14,2025-06-14,11:00,16:00,무료,여주세종문화관광재단,여주세종문화관광재단,031-881-9683,,764,,36개월 이상,,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 5월 문화가 있는 날 <내일은 내일에게>,세종국악당,성장하는 청소년들을 위한 가슴 따뜻한 연극,2025-05-28,2025-05-28,10:30,12:00,무료,여주세종문화관광재단,여주세종문화관광재단,031-881-9683,,382,,7세 이상,,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 5월 기획공연 <김성녀의 마당놀이 - 심청이와 춘향이가 온다>,세종국악당,"김성녀가 선사하는 해학과 풍자, 인생의 희로애락이 담긴 마당놀이",2025-05-25,2025-05-25,17:00,19:00,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,382,20000원,7세 이상,관광원년 30,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 4월 문화가 있는 날 <새봄맞이 신춘음악회>,세종국악당,"소프라노, 바리톤, 뮤지컬배우가 출연하는 사계를 표현한 음악회",2025-04-30,2025-04-30,19:00,20:20,무료,여주세종문화관광재단,여주세종문화관광재단,031-881-9683,,382,,7세 이상,,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 4월 기획공연 <난 책이 좋아요>,명성황후생가 문예관,앤서니 브라운 그림책 원작의 어린이 뮤지컬,2025-04-05,2025-04-07,11:00,15:00,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,471,10000원,24개월 이상,여주시 4인 20+여주시 5인 30,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 명성로 71,,37.25967517,127.6554281,2026-06-22,5700000,경기도 여주시
25년 3월 문화가 있는 날 <심현섭 박성호 임혁필 이광채 추억의 개그콘서트>,명성황후생가 문예관,추억 속 개그 전설들의 한순간도 놓칠 수 없는 강력한 웃음 파티,2025-03-25,2025-03-25,19:00,20:30,무료,여주세종문화관광재단,여주세종문화관광재단,031-881-9683,,157,,7세 이상,,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 명성로 71,,37.25967517,127.6554281,2026-06-22,5700000,경기도 여주시
25년 3월 기획공연 <박진주 민경아 노윤 뮤지컬 갈라 콘서트>,세종국악당,가장 핫한 뮤지컬 배우 3인의 갈라 콘서트,2025-03-08,2025-03-08,18:00,19:40,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,384,50000원,7세 이상,여주시민 할인 30+관광원년 20,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 2월 문화가 있는 날 <숲속음악대 덩따쿵>,세종국악당,국립민속국악원의 찾아가는 공모 작품으로 어린이를 위한 국악체험극,2025-02-18,2025-02-18,19:00,20:00,무료,여주세종문화관광재단,여주세종문화관광재단,031-881-9683,,384,,36개월 이상,,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 2월 기획공연 <김창완밴드 콘서트>,세종국악당,변치 않는 순수를 간직한 김창완밴드의 콘서트,2025-02-15,2025-02-15,17:00,18:40,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,384,30000원,7세 이상,여주시민 할인 30+문화누리카드 40,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 1월 문화가 있는 날 <피아니스트 윤한 콘서트 - 겨울연가>,세종국악당,피아니스트 윤한과 첼리스트 박건우의 따뜻한 뉴에이지 여행,2025-01-31,2025-01-31,19:00,20:30,무료,여주세종문화관광재단,여주세종문화관광재단,031-881-9683,,384,,7세 이상,,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
25년 1월 기획공연 <로보카 폴리>,세종국악당,EBS방영 애니메이션 로보카 폴리 원작으로 한 뮤지컬,2025-01-11,2025-01-11,11:00,15:00,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,384,20000원,24개월 이상,여주시민 할인 50+여주시 4인 60+여주시 5인 65,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
26년 7월 기획공연 연극 <나와 할아버지>,세종국악당,인생을 이야기하는 연극 나와 할아버지,2026-07-11,2026-07-11,17:30,19:10,유료,여주세종문화관광재단,여주세종문화관광재단,031-881-9681,,388,30000원,10세 이상,여주시민 20000원+ 장애할인 1~3등급(동반1인)+ 4~6등급(본인만) 50+국가유공자 50 할인,,http://www.yjcf.or.kr,http://www.yjcf.or.kr,Y,경기도 여주시 영릉로 125,,37.29692248,127.6252266,2026-06-22,5700000,경기도 여주시
통영가요제,강구안 문화마당,전국 고등학생 이상 노래 경연대회,2026-09-05,2026-10-05,17:00,21:00,무료,통영연예예술인협회,경상남도 통영시청,055-650-4514,,,,,,,,, ,,경상남도 통영시 항남동 309,34.8417275,128.4253878,2026-06-09,5330000,경상남도 통영시
2026 윤이상국제음악콩구르,통영국제음악당,콩쿠르 경연,2026-11-01,2026-11-08,10:00,21:00,무료+유료,통영국제음악재단,경상남도 통영시청,055-650-4533,,,,초등학생이상,,,https://www.timf.org/kr/,,Y,경상남도 통영시 큰발개1길 38(도남동),경상남도 통영시 도남동 1,34.82599385,128.4400333,2026-06-09,5330000,경상남도 통영시
2026 박경리 문학축전,박경리기념관+역사홍보관,제18주기추모제+백일장+낭독경연대회+사진전 등,2026-05-05,2026-10-30,10:00,18:00,무료,통영문인협회,경상남도 통영시청,055-650-4514,,,,,,,,, ,경상남도 통영시 산양읍 궁항길 30,경상남도 통영시 산양읍 삼덕리 742,34.81024375,128.3820309,2026-06-09,5330000,경상남도 통영시
2026 통영문화재 야행,통영삼도수군통제영+강구안,통제영12공방 체험 및 프리마켓+공예품 전시+공연 및 퍼포먼스,2026-10-03,2026-10-04,15:00,22:00,무료,(재)통영문화재단,경상남도 통영시청,055-644-5222,,500,,제한없음,,,ty-night.com,, ,경상남도 통영시 중앙로 65(도천동),경상남도 통영시 도천동 28,34.84075131,128.4167911,2026-06-09,5330000,경상남도 통영시
제39회 시장기타기 통영전통연날리기 및 민속놀이 경연대회,통영체육관,통영 전통 연날리기+민속놀이 경연대회,2026-03-03,2026-03-03,10:00,16:30,무료,통영문화원,경상남도 통영시청,055-646-3310,,,,,,,,, ,경상남도 통영시 서문로 23(문화동),경상남도 통영시 문화동 230,34.84682035,128.4219516,2026-06-09,5330000,경상남도 통영시
2026년 통영국제음악제,통영국제음악당,스타 상주 음악가 및 세계 최정상급 연주자들이 만드는 통영페스티벌오케스트라+시민과 아마추어 음악가를 위한 통영프린지 및 통영시내 학생들을 대상으로 한 스쿨콘서트,2026-03-27,2026-04-05,11:00,21:30,유료,통영국제음악재단,경상남도 통영시청,055-650-0400,,,,초등학생이상,,,https://www.timf.org/kr/,,Y,경상남도 통영시 큰발개1길 38(도남동),경상남도 통영시 도남동 1,34.82599385,128.4400333,2026-06-09,5330000,경상남도 통영시
2026 토요정기공연,강구안 문화마당,클래식 및 대중가요 등 야외무대 소공연,2026-03-21,2026-08-07,19:30,21:00,무료,통영예총,경상남도 통영시청,055-645-9975,,,,,,,,, ,,경상남도 통영시 항남동 309,34.8417275,128.4253878,2026-06-09,5330000,경상남도 통영시
통영예술제,강구안 문화마당 일원 등,개막식+전시+무대공연+시상식+경연대회 등,2026-10-02,2026-10-05,10:00,21:00,무료,통영예총,경상남도 통영시청,055-645-9975,,,,,,,http://tyfaco.com/,, ,,경상남도 통영시 항남동 309,34.8417275,128.4253878,2026-06-09,5330000,경상남도 통영시
청소년 평화음악회,경남문화예술회관,청소년 오케스트라 연주회,2026-07-25,2026-07-25,17:00,18:30,무료,진주YMCA,진주YMCA,055-749-8619,경상남도 진주시청,1200,,초등학생 이상,,,,,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
진주 아마추어 e-스포츠대회,경남이스포츠상설경기장,제5회 진주시장배 전국 아마추어 e스포츠 대회+진주시 e스포츠 아마추어 대전+각종 부대행사,2026-04-11,2026-04-11,10:00,18:00,무료,진주시e스포츠협회,진주시e스포츠협회,055-749-8594,경상남도 진주시청,500,,,,,,,Y,경상남도 진주시 동진로 33(칠암동),경상남도 진주시 칠암동 150-1,35.17926588,128.0920809,2026-06-12,5310000,경상남도 진주시
시민합창 페스티벌,경남문화예술회관 대공연장,진주시 아마추어 합창단 공연,2026-09-12,2026-09-12,15:00,18:00,무료,한국음악협회 진주지부,한국음악협회 진주지부,055-749-8577,경상남도 진주시청,1200,,,,,,,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
진주시립교향악단 제6회 청소년 협주곡의 밤,경남문화예술회관 대공연장,진주시립교향악단 정기연주회,2026-07-24,2026-07-24,19:30,21:00,무료,진주시립교향악단,진주시립교향악단,055-749-8595,경상남도 진주시청,1200,,초등학생 이상,,,www.jinju.go.kr/art/,http://contest.co.kr/,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
진주시립국악관현악단제98회 정기연주회,경남문화예술회관 대공연장,진주시립국악관현악단 정기연주회,2026-07-23,2026-07-23,19:30,21:00,무료,진주시립국악관현악단,진주시립국악관현악단,055-749-8595,경상남도 진주시청,1200,,초등학생 이상,,,www.jinju.go.kr/art/,http://contest.co.kr/,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
제12회 진주 재즈콘서트,경남문화예술회관 대공연장,재즈콘서트 및 공연 등,2026-07-01,2026-07-01,19:30,21:00,무료,㈜경남도민일보사,㈜경남도민일보사,055-250-0120,경상남도 진주시청,1200,,초등학생 이상,,,,,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
공감 예무를 말하다,초전 야외무대,전통 예술 공연,2026-04-26,2026-04-26,15:00,16:00,무료,한국문화예술컨텐츠연구소,한국문화예술컨텐츠연구소,055-749-8619,경상남도 진주시청,300,,,,,,,Y,경상남도 진주시 남강로 1655(초전동),경상남도 진주시 초전동 1583-14,35.20888446,128.1250549,2026-06-12,5310000,경상남도 진주시
마당극 퍼레이드,초전 야외무대,마당극 공연,2026-04-24,2026-04-24,14:00,15:00,무료,큰들문화예술센터,큰들문화예술센터,055-749-8619,경상남도 진주시청,300,,,,,,,Y,경상남도 진주시 남강로 1655(초전동),경상남도 진주시 초전동 1583-14,35.20888446,128.1250549,2026-06-12,5310000,경상남도 진주시
더 클래식 경남,경남문화예술회관 대공연장,국내외 정상급 연주자 협연 오케스트라 연주회 개최,2026-09-04,2026-09-04,19:30,21:00,무료,㈜KNN,㈜KNN,055-749-8577,경상남도 진주시청,1200,,초등학생 이상,,,,,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
진주시립교향악단 제120회 정기연주회,경남문화예술회관 대공연장,진주시립교향악단 정기연주회,2026-06-19,2026-06-19,19:30,21:00,무료,진주시립교향악단,진주시립교향악단,055-749-8595,경상남도 진주시청,1200,,초등학생 이상,,,www.jinju.go.kr/art/,http://contest.co.kr/,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
진주시립국악관현악단제97회 정기연주회,경남문화예술회관 대공연장,진주시립국악관현악단 정기연주회,2026-06-14,2026-06-14,17:00,19:00,무료,진주시립국악관현악단,진주시립국악관현악단,055-749-8595,경상남도 진주시청,1200,,초등학생 이상,,,www.jinju.go.kr/art/,http://contest.co.kr/,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
진주 아트 페스티벌,경남문화예술회관,지역작가 작품 전시 및 시민참여 미술 체험행사,2026-05-22,2026-05-26,09:00,18:00,무료,진주미술협회,진주미술협회,055-749-8619,경상남도 진주시청,,,,,,,,Y,경상남도 진주시 강남로 215(칠암동),경상남도 진주시 칠암동 500-15,35.18727336,128.0917471,2026-06-12,5310000,경상남도 진주시
한여름 밤 낭만콘서트,평거야외무대,광복 81주년 기념 대중가수 초청 공연,2026-08-15,2026-08-15,19:30,21:00,무료,서경방송,서경방송,055-749-8619,경상남도 진주시청,500,,,,,,,N,,경상남도 진주시 신안동 102-31,35.17348545,128.0702391,2026-06-12,5310000,경상남도 진주시
디스이즈잇,문화회관 대공연장,예술과 디지털 기술을 결합한 융복합 퍼포먼스,2026-05-15,2026-05-15,19:30,20:40,유료,경상북도 상주시,경상북도 상주시,054-537-6215,,506,5000원,36개월이상관람가,국가유공자 및 장애인 50 할인,공연 하루 전 18시까지 환불 가능+사진 촬영 및 음식물 반입 불가+공연 10분전까지 입장 요망,,,N,경상북도 상주시 상산로 235,,36.411923,128.159195,2026-06-05,5110000,경상북도 상주시
알사탕,문화회관 대공연장,어린이 뮤지컬,2026-04-18,2026-04-18,14:00,15:00,유료,경상북도 상주시,경상북도 상주시,054-537-6215,,506,1000원,24개월이상관람가,국가유공자 및 장애인 50 할인,공연 하루 전 18시까지 환불 가능+사진 촬영 및 음식물 반입 불가+공연 10분전까지 입장 요망,,,N,경상북도 상주시 상산로 235,,36.411923,128.159195,2026-06-05,5110000,경상북도 상주시
알사탕,문화회관 대공연장,어린이 뮤지컬,2026-04-18,2026-04-18,11:00,12:00,유료,경상북도 상주시,경상북도 상주시,054-537-6215,,506,1000원,24개월이상관람가,국가유공자 및 장애인 50 할인,공연 하루 전 18시까지 환불 가능+사진 촬영 및 음식물 반입 불가+공연 10분전까지 입장 요망,,,N,경상북도 상주시 상산로 235,,36.411923,128.159195,2026-06-05,5110000,경상북도 상주시
